ID,OFFER_ID,TYPE,AMOUNT,CREATED_AT,UPDATED_AT
777120,740425,OfferReward::ShopNow,50,2021-02-26 07:35:42.000,2021-02-26 07:35:43.000
777119,740424,OfferReward::ShopNow,2,2021-02-26 07:35:42.000,2021-02-26 07:35:42.000
777118,740423,OfferReward::ShopNow,10,2021-02-26 07:35:36.000,2021-02-26 07:35:36.000
777117,740422,OfferReward::ShopNow,10,2021-02-26 07:35:31.000,2021-02-26 07:35:31.000
777116,740421,OfferReward::ShopNow,20,2021-02-26 07:35:26.000,2021-02-26 07:35:26.000
777115,740420,OfferReward::ShopNow,50,2021-02-26 07:35:26.000,2021-02-26 07:35:26.000
777114,740419,OfferReward::ShopNow,30,2021-02-26 07:35:19.000,2021-02-26 07:35:20.000
777113,740418,OfferReward::ShopNow,30,2021-02-26 07:35:14.000,2021-02-26 07:35:15.000
777112,740417,OfferReward::ShopNow,30,2021-02-26 07:35:14.000,2021-02-26 07:35:14.000
777111,740416,OfferReward::ShopNow,20,2021-02-26 07:35:10.000,2021-02-26 07:35:10.000
777110,740415,OfferReward::ShopNow,20,2021-02-26 07:35:04.000,2021-02-26 07:35:04.000
777109,740414,OfferReward::ShopNow,30,2021-02-26 07:34:58.000,2021-02-26 07:34:58.000
777108,740413,OfferReward::ShopNow,30,2021-02-26 07:34:53.000,2021-02-26 07:34:53.000
777107,740412,OfferReward::ShopNow,50,2021-02-26 07:34:53.000,2021-02-26 07:34:53.000
777106,740411,OfferReward::ShopNow,2,2021-02-26 07:34:53.000,2021-02-26 07:34:53.000
777105,740410,OfferReward::ShopNow,10,2021-02-26 07:34:53.000,2021-02-26 07:34:53.000
777104,740409,OfferReward::ShopNow,20,2021-02-26 07:34:44.000,2021-02-26 07:34:44.000
777103,740408,OfferReward::ShopNow,20,2021-02-26 07:34:44.000,2021-02-26 07:34:44.000
777102,740407,OfferReward::ShopNow,5,2021-02-26 07:34:43.000,2021-02-26 07:34:44.000
777101,740406,OfferReward::ShopNow,2,2021-02-26 07:34:43.000,2021-02-26 07:34:43.000
777100,740405,OfferReward::ShopNow,5,2021-02-26 07:34:43.000,2021-02-26 07:34:43.000
777099,740404,OfferReward::ShopNow,5,2021-02-26 07:34:43.000,2021-02-26 07:34:43.000
777098,740403,OfferReward::ShopNow,5,2021-02-26 07:34:38.000,2021-02-26 07:34:38.000
777097,740402,OfferReward::ShopNow,30,2021-02-26 07:34:38.000,2021-02-26 07:34:38.000
777096,740401,OfferReward::ShopNow,5,2021-02-26 07:34:38.000,2021-02-26 07:34:38.000
777095,740400,OfferReward::ShopNow,30,2021-02-26 07:34:37.000,2021-02-26 07:34:38.000
777094,740399,OfferReward::ShopNow,30,2021-02-26 07:34:37.000,2021-02-26 07:34:37.000
777093,740398,OfferReward::ShopNow,10,2021-02-26 07:34:32.000,2021-02-26 07:34:32.000
777092,740397,OfferReward::ShopNow,50,2021-02-26 07:34:27.000,2021-02-26 07:34:27.000
777091,740396,OfferReward::ShopNow,20,2021-02-26 07:34:27.000,2021-02-26 07:34:27.000
777090,740395,OfferReward::ShopNow,20,2021-02-26 07:34:27.000,2021-02-26 07:34:27.000
777089,740394,OfferReward::ShopNow,10,2021-02-26 07:34:27.000,2021-02-26 07:34:27.000
777088,740393,OfferReward::ShopNow,50,2021-02-26 07:34:26.000,2021-02-26 07:34:26.000
777087,740392,OfferReward::ShopNow,20,2021-02-26 07:34:21.000,2021-02-26 07:34:21.000
777086,740391,OfferReward::ShopNow,2,2021-02-26 07:34:16.000,2021-02-26 07:34:16.000
777085,740390,OfferReward::ShopNow,10,2021-02-26 07:34:16.000,2021-02-26 07:34:16.000
777084,740389,OfferReward::ShopNow,10,2021-02-26 07:34:16.000,2021-02-26 07:34:16.000
777083,740388,OfferReward::ShopNow,30,2021-02-26 07:34:16.000,2021-02-26 07:34:16.000
777082,740387,OfferReward::ShopNow,10,2021-02-26 07:34:16.000,2021-02-26 07:34:16.000
777081,740386,OfferReward::ShopNow,2,2021-02-26 07:34:16.000,2021-02-26 07:34:16.000
777080,740385,OfferReward::ShopNow,30,2021-02-26 07:34:10.000,2021-02-26 07:34:10.000
777079,740384,OfferReward::ShopNow,5,2021-02-26 07:34:09.000,2021-02-26 07:34:09.000
777078,740383,OfferReward::ShopNow,20,2021-02-26 07:34:09.000,2021-02-26 07:34:09.000
777077,740382,OfferReward::ShopNow,2,2021-02-26 07:34:08.000,2021-02-26 07:34:09.000
777076,740381,OfferReward::ShopNow,20,2021-02-26 07:34:08.000,2021-02-26 07:34:08.000
777075,740380,OfferReward::ShopNow,50,2021-02-26 07:34:08.000,2021-02-26 07:34:08.000
777074,740379,OfferReward::ShopNow,20,2021-02-26 07:33:56.000,2021-02-26 07:33:56.000
777073,740378,OfferReward::ShopNow,2,2021-02-26 07:33:55.000,2021-02-26 07:33:55.000
777072,740377,OfferReward::ShopNow,2,2021-02-26 07:33:55.000,2021-02-26 07:33:55.000
777071,740376,OfferReward::ShopNow,10,2021-02-26 07:33:55.000,2021-02-26 07:33:55.000
777070,740375,OfferReward::ShopNow,2,2021-02-26 07:33:55.000,2021-02-26 07:33:55.000
777069,740374,OfferReward::ShopNow,2,2021-02-26 07:33:55.000,2021-02-26 07:33:55.000
777068,740373,OfferReward::ShopNow,2,2021-02-26 07:33:50.000,2021-02-26 07:33:50.000
777067,740372,OfferReward::ShopNow,5,2021-02-26 07:33:49.000,2021-02-26 07:33:50.000
777066,740371,OfferReward::ShopNow,5,2021-02-26 07:33:49.000,2021-02-26 07:33:49.000
777065,740370,OfferReward::ShopNow,5,2021-02-26 07:33:49.000,2021-02-26 07:33:49.000
777064,740369,OfferReward::ShopNow,20,2021-02-26 07:33:49.000,2021-02-26 07:33:49.000
777063,740368,OfferReward::ShopNow,20,2021-02-26 07:33:49.000,2021-02-26 07:33:49.000
777062,740367,OfferReward::ShopNow,20,2021-02-26 07:33:44.000,2021-02-26 07:33:44.000
777061,740366,OfferReward::ShopNow,30,2021-02-26 07:33:44.000,2021-02-26 07:33:44.000
777060,740365,OfferReward::ShopNow,20,2021-02-26 07:33:44.000,2021-02-26 07:33:44.000
777059,740364,OfferReward::ShopNow,20,2021-02-26 07:33:43.000,2021-02-26 07:33:44.000
777058,740363,OfferReward::ShopNow,10,2021-02-26 07:33:43.000,2021-02-26 07:33:43.000
777057,740362,OfferReward::ShopNow,10,2021-02-26 07:33:43.000,2021-02-26 07:33:43.000
777056,740361,OfferReward::ShopNow,2,2021-02-26 07:33:33.000,2021-02-26 07:33:33.000
777055,740360,OfferReward::ShopNow,2,2021-02-26 07:33:33.000,2021-02-26 07:33:33.000
777054,740359,OfferReward::ShopNow,2,2021-02-26 07:33:32.000,2021-02-26 07:33:32.000
777053,740358,OfferReward::ShopNow,5,2021-02-26 07:33:27.000,2021-02-26 07:33:27.000
777052,740357,OfferReward::ShopNow,10,2021-02-26 07:33:27.000,2021-02-26 07:33:27.000
777051,740356,OfferReward::ShopNow,10,2021-02-26 07:33:27.000,2021-02-26 07:33:27.000
777050,740355,OfferReward::ShopNow,2,2021-02-26 07:33:22.000,2021-02-26 07:33:22.000
777049,740354,OfferReward::ShopNow,2,2021-02-26 07:33:21.000,2021-02-26 07:33:22.000
777048,740353,OfferReward::ShopNow,10,2021-02-26 07:33:21.000,2021-02-26 07:33:21.000
777047,740352,OfferReward::ShopNow,20,2021-02-26 07:33:21.000,2021-02-26 07:33:21.000
777046,740351,OfferReward::ShopNow,10,2021-02-26 07:33:21.000,2021-02-26 07:33:21.000
777045,740350,OfferReward::ShopNow,50,2021-02-26 07:33:20.000,2021-02-26 07:33:21.000
777044,740349,OfferReward::ShopNow,10,2021-02-26 07:33:15.000,2021-02-26 07:33:15.000
777043,740348,OfferReward::ShopNow,2,2021-02-26 07:33:09.000,2021-02-26 07:33:09.000
777042,740347,OfferReward::ShopNow,2,2021-02-26 07:33:04.000,2021-02-26 07:33:04.000
777041,740346,OfferReward::ShopNow,10,2021-02-26 07:33:04.000,2021-02-26 07:33:04.000
777040,740345,OfferReward::ShopNow,5,2021-02-26 07:33:04.000,2021-02-26 07:33:04.000
777039,740344,OfferReward::ShopNow,50,2021-02-26 07:33:03.000,2021-02-26 07:33:04.000
777038,740343,OfferReward::ShopNow,20,2021-02-26 07:32:59.000,2021-02-26 07:32:59.000
777037,740342,OfferReward::ShopNow,10,2021-02-26 07:32:59.000,2021-02-26 07:32:59.000
777036,740341,OfferReward::ShopNow,30,2021-02-26 07:32:58.000,2021-02-26 07:32:58.000
777035,740340,OfferReward::ShopNow,30,2021-02-26 07:32:58.000,2021-02-26 07:32:58.000
777034,740339,OfferReward::ShopNow,20,2021-02-26 07:32:58.000,2021-02-26 07:32:58.000
777033,740338,OfferReward::ShopNow,5,2021-02-26 07:32:58.000,2021-02-26 07:32:58.000
777032,740337,OfferReward::ShopNow,20,2021-02-26 07:32:53.000,2021-02-26 07:32:53.000
777031,740336,OfferReward::ShopNow,20,2021-02-26 07:32:48.000,2021-02-26 07:32:49.000
777030,740335,OfferReward::ShopNow,30,2021-02-26 07:32:48.000,2021-02-26 07:32:48.000
777029,740334,OfferReward::ShopNow,10,2021-02-26 07:32:48.000,2021-02-26 07:32:48.000
777028,740333,OfferReward::ShopNow,2,2021-02-26 07:32:48.000,2021-02-26 07:32:48.000
777027,740332,OfferReward::ShopNow,2,2021-02-26 07:32:48.000,2021-02-26 07:32:48.000
777026,740331,OfferReward::ShopNow,2,2021-02-26 07:32:43.000,2021-02-26 07:32:43.000
777025,740330,OfferReward::ShopNow,5,2021-02-26 07:32:43.000,2021-02-26 07:32:43.000
777024,740329,OfferReward::ShopNow,30,2021-02-26 07:32:43.000,2021-02-26 07:32:43.000
777023,740328,OfferReward::ShopNow,30,2021-02-26 07:32:43.000,2021-02-26 07:32:43.000
777022,740327,OfferReward::ShopNow,2,2021-02-26 07:32:43.000,2021-02-26 07:32:43.000
777021,740326,OfferReward::ShopNow,2,2021-02-26 07:32:42.000,2021-02-26 07:32:43.000
777020,740325,OfferReward::ShopNow,10,2021-02-26 07:32:31.000,2021-02-26 07:32:31.000
777019,740324,OfferReward::ShopNow,2,2021-02-26 07:32:31.000,2021-02-26 07:32:31.000
777018,740323,OfferReward::ShopNow,2,2021-02-26 07:32:31.000,2021-02-26 07:32:31.000
777017,740322,OfferReward::ShopNow,5,2021-02-26 07:32:31.000,2021-02-26 07:32:31.000
777016,740321,OfferReward::ShopNow,20,2021-02-26 07:32:30.000,2021-02-26 07:32:30.000
777015,740320,OfferReward::ShopNow,20,2021-02-26 07:32:30.000,2021-02-26 07:32:30.000
777014,740319,OfferReward::ShopNow,30,2021-02-26 07:32:25.000,2021-02-26 07:32:25.000
777013,740318,OfferReward::ShopNow,5,2021-02-26 07:32:25.000,2021-02-26 07:32:25.000
777012,740317,OfferReward::ShopNow,5,2021-02-26 07:32:25.000,2021-02-26 07:32:25.000
777011,740316,OfferReward::ShopNow,10,2021-02-26 07:32:25.000,2021-02-26 07:32:25.000
777010,740315,OfferReward::ShopNow,5,2021-02-26 07:32:19.000,2021-02-26 07:32:19.000
777009,740314,OfferReward::ShopNow,50,2021-02-26 07:32:19.000,2021-02-26 07:32:19.000
777008,740313,OfferReward::ShopNow,5,2021-02-26 07:32:14.000,2021-02-26 07:32:14.000
777007,740312,OfferReward::ShopNow,2,2021-02-26 07:32:14.000,2021-02-26 07:32:14.000
777006,740311,OfferReward::ShopNow,2,2021-02-26 07:32:13.000,2021-02-26 07:32:13.000
777005,740310,OfferReward::ShopNow,2,2021-02-26 07:32:13.000,2021-02-26 07:32:13.000
777004,740309,OfferReward::ShopNow,20,2021-02-26 07:32:13.000,2021-02-26 07:32:13.000
777003,740308,OfferReward::ShopNow,10,2021-02-26 07:32:07.000,2021-02-26 07:32:07.000
777002,740307,OfferReward::ShopNow,5,2021-02-26 07:32:02.000,2021-02-26 07:32:02.000
777001,740306,OfferReward::ShopNow,10,2021-02-26 07:32:02.000,2021-02-26 07:32:02.000
777000,740305,OfferReward::ShopNow,10,2021-02-26 07:32:02.000,2021-02-26 07:32:02.000
776999,740304,OfferReward::ShopNow,2,2021-02-26 07:32:02.000,2021-02-26 07:32:02.000
776998,740303,OfferReward::ShopNow,20,2021-02-26 07:32:02.000,2021-02-26 07:32:02.000
776997,740302,OfferReward::ShopNow,50,2021-02-26 07:31:56.000,2021-02-26 07:31:57.000
776996,740301,OfferReward::ShopNow,2,2021-02-26 07:31:51.000,2021-02-26 07:31:51.000
776995,740300,OfferReward::ShopNow,10,2021-02-26 07:31:51.000,2021-02-26 07:31:51.000
776994,740299,OfferReward::ShopNow,10,2021-02-26 07:31:51.000,2021-02-26 07:31:51.000
776993,740298,OfferReward::ShopNow,10,2021-02-26 07:31:50.000,2021-02-26 07:31:50.000
776992,740297,OfferReward::ShopNow,30,2021-02-26 07:31:50.000,2021-02-26 07:31:50.000
776991,740296,OfferReward::ShopNow,5,2021-02-26 07:31:50.000,2021-02-26 07:31:50.000
776990,740295,OfferReward::ShopNow,2,2021-02-26 07:31:45.000,2021-02-26 07:31:45.000
776989,740294,OfferReward::ShopNow,2,2021-02-26 07:31:45.000,2021-02-26 07:31:45.000
776988,740293,OfferReward::ShopNow,20,2021-02-26 07:31:45.000,2021-02-26 07:31:45.000
776987,740292,OfferReward::ShopNow,5,2021-02-26 07:31:44.000,2021-02-26 07:31:45.000
776986,740291,OfferReward::ShopNow,2,2021-02-26 07:31:44.000,2021-02-26 07:31:44.000
776985,740290,OfferReward::ShopNow,50,2021-02-26 07:31:44.000,2021-02-26 07:31:44.000
776984,740289,OfferReward::ShopNow,10,2021-02-26 07:31:39.000,2021-02-26 07:31:39.000
776983,740288,OfferReward::ShopNow,5,2021-02-26 07:31:39.000,2021-02-26 07:31:39.000
776982,740287,OfferReward::ShopNow,5,2021-02-26 07:31:39.000,2021-02-26 07:31:39.000
776981,740286,OfferReward::ShopNow,5,2021-02-26 07:31:39.000,2021-02-26 07:31:39.000
776980,740285,OfferReward::ShopNow,5,2021-02-26 07:31:39.000,2021-02-26 07:31:39.000
776979,740284,OfferReward::ShopNow,5,2021-02-26 07:31:39.000,2021-02-26 07:31:39.000
776978,740283,OfferReward::ShopNow,50,2021-02-26 07:31:34.000,2021-02-26 07:31:34.000
776977,740282,OfferReward::ShopNow,10,2021-02-26 07:31:34.000,2021-02-26 07:31:34.000
776976,740281,OfferReward::ShopNow,2,2021-02-26 07:31:34.000,2021-02-26 07:31:34.000
776975,740280,OfferReward::ShopNow,50,2021-02-26 07:31:34.000,2021-02-26 07:31:34.000
776974,740279,OfferReward::ShopNow,10,2021-02-26 07:31:33.000,2021-02-26 07:31:33.000
776973,740278,OfferReward::ShopNow,2,2021-02-26 07:31:33.000,2021-02-26 07:31:33.000
776972,740277,OfferReward::ShopNow,2,2021-02-26 07:31:23.000,2021-02-26 07:31:23.000
776971,740276,OfferReward::ShopNow,5,2021-02-26 07:31:23.000,2021-02-26 07:31:23.000
776970,740275,OfferReward::ShopNow,5,2021-02-26 07:31:23.000,2021-02-26 07:31:23.000
776969,740274,OfferReward::ShopNow,2,2021-02-26 07:31:23.000,2021-02-26 07:31:23.000
776968,740273,OfferReward::ShopNow,2,2021-02-26 07:31:23.000,2021-02-26 07:31:23.000
776967,740272,OfferReward::ShopNow,20,2021-02-26 07:31:22.000,2021-02-26 07:31:23.000
776966,740271,OfferReward::ShopNow,2,2021-02-26 07:31:17.000,2021-02-26 07:31:17.000
776965,740270,OfferReward::ShopNow,2,2021-02-26 07:31:17.000,2021-02-26 07:31:17.000
776964,740269,OfferReward::ShopNow,5,2021-02-26 07:31:17.000,2021-02-26 07:31:17.000
776963,740268,OfferReward::ShopNow,50,2021-02-26 07:31:12.000,2021-02-26 07:31:12.000
776962,740267,OfferReward::ShopNow,2,2021-02-26 07:31:12.000,2021-02-26 07:31:12.000
776961,740266,OfferReward::ShopNow,2,2021-02-26 07:31:11.000,2021-02-26 07:31:11.000
776960,740265,OfferReward::Instant,0.5,2021-02-26 00:22:32.000,2021-02-26 18:38:17.000
776959,740264,OfferReward::Instant,0.5,2021-02-26 00:22:27.000,2021-02-26 18:33:38.000
776958,740263,OfferReward::ShopNow,0,2021-02-25 23:32:40.000,2021-02-25 23:32:40.000
776957,740262,OfferReward::ShopNow,0,2021-02-25 23:32:40.000,2021-02-25 23:32:40.000
776956,740261,OfferReward::ShopNow,0,2021-02-25 23:32:40.000,2021-02-25 23:32:40.000
776955,740260,OfferReward::ShopNow,0,2021-02-25 23:32:40.000,2021-02-25 23:32:40.000
776954,740259,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776953,740258,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776952,740257,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776951,740256,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776950,740255,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776949,740254,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776948,740253,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776947,740252,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776946,740251,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776945,740250,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776944,740249,OfferReward::ShopNow,0,2021-02-25 23:32:39.000,2021-02-25 23:32:39.000
776943,740248,OfferReward::ShopNow,0,2021-02-25 23:32:38.000,2021-02-25 23:32:38.000
776942,740247,OfferReward::ShopNow,0,2021-02-25 23:32:38.000,2021-02-25 23:32:38.000
776941,740246,OfferReward::ShopNow,0,2021-02-25 23:32:38.000,2021-02-25 23:32:38.000
776940,740245,OfferReward::ShopNow,0,2021-02-25 23:32:38.000,2021-02-25 23:32:38.000
776939,740244,OfferReward::ShopNow,0,2021-02-25 23:31:25.000,2021-02-25 23:31:25.000
776938,740243,OfferReward::ShopNow,0,2021-02-25 23:31:25.000,2021-02-25 23:31:25.000
776937,740242,OfferReward::ShopNow,0,2021-02-25 23:31:25.000,2021-02-25 23:31:25.000
776936,740241,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776935,740240,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776934,740239,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776933,740238,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776932,740237,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776931,740236,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776930,740235,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776929,740234,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776928,740233,OfferReward::ShopNow,0,2021-02-25 23:31:24.000,2021-02-25 23:31:24.000
776927,740232,OfferReward::ShopNow,0,2021-02-25 23:31:23.000,2021-02-25 23:31:23.000
776926,740231,OfferReward::ShopNow,0,2021-02-25 23:31:23.000,2021-02-25 23:31:23.000
776925,740230,OfferReward::ShopNow,0,2021-02-25 23:31:23.000,2021-02-25 23:31:23.000
776924,740229,OfferReward::ShopNow,0,2021-02-25 23:31:23.000,2021-02-25 23:31:23.000
776923,740228,OfferReward::ShopNow,0,2021-02-25 23:31:23.000,2021-02-25 23:31:23.000
776922,740227,OfferReward::ShopNow,0,2021-02-25 23:31:23.000,2021-02-25 23:31:23.000
776921,740226,OfferReward::ShopNow,0,2021-02-25 23:31:23.000,2021-02-25 23:31:23.000
776920,740225,OfferReward::ShopNow,0,2021-02-25 23:29:25.000,2021-02-25 23:29:25.000
776919,740224,OfferReward::ShopNow,0,2021-02-25 23:29:25.000,2021-02-25 23:29:25.000
776918,740223,OfferReward::ShopNow,0,2021-02-25 23:29:25.000,2021-02-25 23:29:25.000
776917,740222,OfferReward::ShopNow,0,2021-02-25 23:29:25.000,2021-02-25 23:29:25.000
776916,740221,OfferReward::ShopNow,0,2021-02-25 23:29:25.000,2021-02-25 23:29:25.000
776915,740220,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776914,740219,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776913,740218,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776912,740217,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776911,740216,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776910,740215,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776909,740214,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776908,740213,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776907,740212,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776906,740211,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776905,740210,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776904,740209,OfferReward::ShopNow,0,2021-02-25 23:29:24.000,2021-02-25 23:29:24.000
776903,740208,OfferReward::ShopNow,0,2021-02-25 23:29:23.000,2021-02-25 23:29:23.000
776902,740207,OfferReward::ShopNow,0,2021-02-25 23:29:23.000,2021-02-25 23:29:23.000
776901,740206,OfferReward::ShopNow,0,2021-02-25 23:27:32.000,2021-02-25 23:27:32.000
776900,740205,OfferReward::ShopNow,0,2021-02-25 23:27:32.000,2021-02-25 23:27:32.000
776899,740204,OfferReward::ShopNow,0,2021-02-25 23:27:32.000,2021-02-25 23:27:32.000
776898,740203,OfferReward::ShopNow,0,2021-02-25 23:27:32.000,2021-02-25 23:27:32.000
776897,740202,OfferReward::ShopNow,0,2021-02-25 23:27:32.000,2021-02-25 23:27:32.000
776896,740201,OfferReward::ShopNow,0,2021-02-25 23:27:32.000,2021-02-25 23:27:32.000
776895,740200,OfferReward::ShopNow,0,2021-02-25 23:27:31.000,2021-02-25 23:27:31.000
776894,740199,OfferReward::ShopNow,0,2021-02-25 23:27:31.000,2021-02-25 23:27:31.000
776893,740198,OfferReward::ShopNow,0,2021-02-25 23:27:30.000,2021-02-25 23:27:30.000
776892,740197,OfferReward::ShopNow,0,2021-02-25 23:27:30.000,2021-02-25 23:27:30.000
776891,740196,OfferReward::ShopNow,0,2021-02-25 23:27:30.000,2021-02-25 23:27:30.000
776890,740195,OfferReward::ShopNow,0,2021-02-25 23:27:30.000,2021-02-25 23:27:30.000
776889,740194,OfferReward::ShopNow,0,2021-02-25 23:27:30.000,2021-02-25 23:27:30.000
776888,740193,OfferReward::ShopNow,0,2021-02-25 23:27:30.000,2021-02-25 23:27:30.000
776887,740192,OfferReward::ShopNow,0,2021-02-25 23:27:29.000,2021-02-25 23:27:29.000
776886,740191,OfferReward::ShopNow,0,2021-02-25 23:27:29.000,2021-02-25 23:27:29.000
776885,740190,OfferReward::ShopNow,0,2021-02-25 23:27:29.000,2021-02-25 23:27:29.000
776884,740189,OfferReward::ShopNow,0,2021-02-25 23:27:29.000,2021-02-25 23:27:29.000
776883,740188,OfferReward::ShopNow,0,2021-02-25 23:27:29.000,2021-02-25 23:27:29.000
776882,740187,OfferReward::ShopNow,0,2021-02-25 23:23:04.000,2021-02-25 23:23:04.000
776881,740186,OfferReward::ShopNow,0,2021-02-25 23:23:04.000,2021-02-25 23:23:04.000
776880,740185,OfferReward::ShopNow,0,2021-02-25 23:23:03.000,2021-02-25 23:23:03.000
776879,740184,OfferReward::ShopNow,0,2021-02-25 23:23:03.000,2021-02-25 23:23:03.000
776878,740183,OfferReward::ShopNow,0,2021-02-25 23:23:03.000,2021-02-25 23:23:03.000
776877,740182,OfferReward::ShopNow,0,2021-02-25 23:23:03.000,2021-02-25 23:23:03.000
776876,740181,OfferReward::ShopNow,0,2021-02-25 23:23:03.000,2021-02-25 23:23:03.000
776875,740180,OfferReward::ShopNow,0,2021-02-25 23:23:03.000,2021-02-25 23:23:03.000
776874,740179,OfferReward::ShopNow,0,2021-02-25 23:23:02.000,2021-02-25 23:23:02.000
776873,740178,OfferReward::ShopNow,0,2021-02-25 23:23:02.000,2021-02-25 23:23:02.000
776872,740177,OfferReward::ShopNow,0,2021-02-25 23:23:02.000,2021-02-25 23:23:02.000
776871,740176,OfferReward::ShopNow,0,2021-02-25 23:23:02.000,2021-02-25 23:23:02.000
776870,740175,OfferReward::ShopNow,0,2021-02-25 23:23:02.000,2021-02-25 23:23:02.000
776869,740174,OfferReward::ShopNow,0,2021-02-25 23:23:02.000,2021-02-25 23:23:02.000
776868,740173,OfferReward::ShopNow,0,2021-02-25 23:23:02.000,2021-02-25 23:23:02.000
776867,740172,OfferReward::ShopNow,0,2021-02-25 23:23:01.000,2021-02-25 23:23:01.000
776866,740171,OfferReward::ShopNow,0,2021-02-25 23:23:01.000,2021-02-25 23:23:01.000
776865,740170,OfferReward::ShopNow,0,2021-02-25 23:23:01.000,2021-02-25 23:23:01.000
776864,740169,OfferReward::ShopNow,0,2021-02-25 23:23:01.000,2021-02-25 23:23:01.000
776863,740168,OfferReward::ShopNow,0,2021-02-25 23:20:45.000,2021-02-25 23:20:45.000
776862,740167,OfferReward::ShopNow,0,2021-02-25 23:20:44.000,2021-02-25 23:20:44.000
776861,740166,OfferReward::ShopNow,0,2021-02-25 23:20:44.000,2021-02-25 23:20:44.000
776860,740165,OfferReward::ShopNow,0,2021-02-25 23:20:44.000,2021-02-25 23:20:44.000
776859,740164,OfferReward::ShopNow,0,2021-02-25 23:20:43.000,2021-02-25 23:20:43.000
776858,740163,OfferReward::ShopNow,0,2021-02-25 23:20:43.000,2021-02-25 23:20:43.000
776857,740162,OfferReward::ShopNow,0,2021-02-25 23:20:43.000,2021-02-25 23:20:43.000
776856,740161,OfferReward::ShopNow,0,2021-02-25 23:20:43.000,2021-02-25 23:20:43.000
776855,740160,OfferReward::ShopNow,0,2021-02-25 23:20:42.000,2021-02-25 23:20:42.000
776854,740159,OfferReward::ShopNow,0,2021-02-25 23:20:42.000,2021-02-25 23:20:42.000
776853,740158,OfferReward::ShopNow,0,2021-02-25 23:20:42.000,2021-02-25 23:20:42.000
776852,740157,OfferReward::ShopNow,0,2021-02-25 23:20:41.000,2021-02-25 23:20:41.000
776851,740156,OfferReward::ShopNow,0,2021-02-25 23:20:41.000,2021-02-25 23:20:41.000
776850,740155,OfferReward::ShopNow,0,2021-02-25 23:20:41.000,2021-02-25 23:20:41.000
776849,740154,OfferReward::ShopNow,0,2021-02-25 23:20:41.000,2021-02-25 23:20:41.000
776848,740153,OfferReward::ShopNow,0,2021-02-25 23:20:40.000,2021-02-25 23:20:40.000
776847,740152,OfferReward::ShopNow,0,2021-02-25 23:20:40.000,2021-02-25 23:20:40.000
776846,740151,OfferReward::ShopNow,0,2021-02-25 23:20:40.000,2021-02-25 23:20:40.000
776845,740150,OfferReward::ShopNow,0,2021-02-25 23:20:39.000,2021-02-25 23:20:39.000
776844,740149,OfferReward::Instant,3.75,2021-02-25 23:20:26.000,2021-03-01 22:07:45.000
776843,740148,OfferReward::ShopNow,0,2021-02-25 23:18:47.000,2021-02-25 23:18:47.000
776842,740147,OfferReward::ShopNow,0,2021-02-25 23:18:45.000,2021-02-25 23:18:45.000
